ntree,maxnodes,nodesize,mtry,accTa,accTe
20,1200,4,9,0,0
30,1200,4,9,0,0
40,1200,4,9,0,0
50,1200,4,9,0,0
60,1200,4,9,0,0
70,1200,4,9,0,0
80,1200,4,9,0,0
90,1200,4,9,0,0
100,1200,4,9,0,0
110,1200,4,9,0,0
120,1200,4,9,0,0
130,1200,4,9,0,0
140,1200,4,9,0,0
150,1200,4,9,0,0
160,1200,4,9,0,0
170,1200,4,9,0,0
180,1200,4,9,0,0
190,1200,4,9,0,0
200,1200,4,9,0,0
210,1200,4,9,0,0
220,1200,4,9,0,0
230,1200,4,9,0,0
240,1200,4,9,0,0
250,1200,4,9,0,0
260,1200,4,9,0,0
270,1200,4,9,0,0
280,1200,4,9,0,0
290,1200,4,9,0,0
300,1200,4,9,0,0
10,1300,4,9,0,0
20,1300,4,9,0,0
30,1300,4,9,0,0
40,1300,4,9,0,0
50,1300,4,9,0,0
60,1300,4,9,0,0
70,1300,4,9,0,0
80,1300,4,9,0,0
90,1300,4,9,0,0
100,1300,4,9,0,0
110,1300,4,9,0,0
120,1300,4,9,0,0
130,1300,4,9,0,0
140,1300,4,9,0,0
150,1300,4,9,0,0
160,1300,4,9,0,0
170,1300,4,9,0,0
180,1300,4,9,0,0
190,1300,4,9,0,0
200,1300,4,9,0,0
210,1300,4,9,0,0
220,1300,4,9,0,0
230,1300,4,9,0,0
240,1300,4,9,0,0
250,1300,4,9,0,0
260,1300,4,9,0,0
270,1300,4,9,0,0
280,1300,4,9,0,0
290,1300,4,9,0,0
300,1300,4,9,0,0
10,1400,4,9,0,0
20,1400,4,9,0,0
30,1400,4,9,0,0
40,1400,4,9,0,0
50,1400,4,9,0,0
60,1400,4,9,0,0
70,1400,4,9,0,0
80,1400,4,9,0,0
90,1400,4,9,0,0
100,1400,4,9,0,0
110,1400,4,9,0,0
120,1400,4,9,0,0
130,1400,4,9,0,0
140,1400,4,9,0,0
150,1400,4,9,0,0
160,1400,4,9,0,0
170,1400,4,9,0,0
180,1400,4,9,0,0
190,1400,4,9,0,0
200,1400,4,9,0,0
210,1400,4,9,0,0
220,1400,4,9,0,0
230,1400,4,9,0,0
240,1400,4,9,0,0
250,1400,4,9,0,0
260,1400,4,9,0,0
270,1400,4,9,0,0
280,1400,4,9,0,0
290,1400,4,9,0,0
300,1400,4,9,0,0
10,1500,4,9,0,0
20,1500,4,9,0,0
30,1500,4,9,0,0
40,1500,4,9,0,0
50,1500,4,9,0,0
60,1500,4,9,0,0
70,1500,4,9,0,0
80,1500,4,9,0,0
90,1500,4,9,0,0
100,1500,4,9,0,0
110,1500,4,9,0,0
120,1500,4,9,0,0
130,1500,4,9,0,0
140,1500,4,9,0,0
150,1500,4,9,0,0
160,1500,4,9,0,0
170,1500,4,9,0,0
180,1500,4,9,0,0
190,1500,4,9,0,0
200,1500,4,9,0,0
210,1500,4,9,0,0
220,1500,4,9,0,0
230,1500,4,9,0,0
240,1500,4,9,0,0
250,1500,4,9,0,0
260,1500,4,9,0,0
270,1500,4,9,0,0
280,1500,4,9,0,0
290,1500,4,9,0,0
300,1500,4,9,0,0
10,100,5,9,0,0
20,100,5,9,0,0
30,100,5,9,0,0
40,100,5,9,0,0
50,100,5,9,0,0
60,100,5,9,0,0
70,100,5,9,0,0
80,100,5,9,0,0
90,100,5,9,0,0
100,100,5,9,0,0
110,100,5,9,0,0
120,100,5,9,0,0
130,100,5,9,0,0
140,100,5,9,0,0
150,100,5,9,0,0
160,100,5,9,0,0
170,100,5,9,0,0
180,100,5,9,0,0
190,100,5,9,0,0
200,100,5,9,0,0
210,100,5,9,0,0
220,100,5,9,0,0
230,100,5,9,0,0
240,100,5,9,0,0
250,100,5,9,0,0
260,100,5,9,0,0
270,100,5,9,0,0
280,100,5,9,0,0
290,100,5,9,0,0
300,100,5,9,0,0
10,200,5,9,0,0
20,200,5,9,0,0
30,200,5,9,0,0
40,200,5,9,0,0
50,200,5,9,0,0
60,200,5,9,0,0
70,200,5,9,0,0
80,200,5,9,0,0
90,200,5,9,0,0
100,200,5,9,0,0
110,200,5,9,0,0
120,200,5,9,0,0
130,200,5,9,0,0
140,200,5,9,0,0
150,200,5,9,0,0
160,200,5,9,0,0
170,200,5,9,0,0
180,200,5,9,0,0
190,200,5,9,0,0
200,200,5,9,0,0
210,200,5,9,0,0
220,200,5,9,0,0
230,200,5,9,0,0
240,200,5,9,0,0
250,200,5,9,0,0
260,200,5,9,0,0
270,200,5,9,0,0
280,200,5,9,0,0
290,200,5,9,0,0
300,200,5,9,0,0
10,300,5,9,0,0
20,300,5,9,0,0
30,300,5,9,0,0
40,300,5,9,0,0
50,300,5,9,0,0
60,300,5,9,0,0
70,300,5,9,0,0
80,300,5,9,0,0
90,300,5,9,0,0
100,300,5,9,0,0
110,300,5,9,0,0
120,300,5,9,0,0
130,300,5,9,0,0
140,300,5,9,0,0
150,300,5,9,0,0
160,300,5,9,0,0
170,300,5,9,0,0
180,300,5,9,0,0
190,300,5,9,0,0
200,300,5,9,0,0
210,300,5,9,0,0
220,300,5,9,0,0
230,300,5,9,0,0
240,300,5,9,0,0
250,300,5,9,0,0
260,300,5,9,0,0
270,300,5,9,0,0
280,300,5,9,0,0
290,300,5,9,0,0
300,300,5,9,0,0
10,400,5,9,0,0
20,400,5,9,0,0
30,400,5,9,0,0
40,400,5,9,0,0
50,400,5,9,0,0
60,400,5,9,0,0
70,400,5,9,0,0
80,400,5,9,0,0
90,400,5,9,0,0
100,400,5,9,0,0
110,400,5,9,0,0
120,400,5,9,0,0
130,400,5,9,0,0
140,400,5,9,0,0
150,400,5,9,0,0
160,400,5,9,0,0
170,400,5,9,0,0
180,400,5,9,0,0
190,400,5,9,0,0
200,400,5,9,0,0
210,400,5,9,0,0
220,400,5,9,0,0
230,400,5,9,0,0
240,400,5,9,0,0
250,400,5,9,0,0
260,400,5,9,0,0
270,400,5,9,0,0
280,400,5,9,0,0
290,400,5,9,0,0
300,400,5,9,0,0
10,500,5,9,0,0
20,500,5,9,0,0
30,500,5,9,0,0
40,500,5,9,0,0
50,500,5,9,0,0
60,500,5,9,0,0
70,500,5,9,0,0
80,500,5,9,0,0
90,500,5,9,0,0
100,500,5,9,0,0
110,500,5,9,0,0
120,500,5,9,0,0
130,500,5,9,0,0
140,500,5,9,0,0
150,500,5,9,0,0
160,500,5,9,0,0
170,500,5,9,0,0
180,500,5,9,0,0
190,500,5,9,0,0
200,500,5,9,0,0
210,500,5,9,0,0
220,500,5,9,0,0
230,500,5,9,0,0
240,500,5,9,0,0
250,500,5,9,0,0
260,500,5,9,0,0
270,500,5,9,0,0
280,500,5,9,0,0
290,500,5,9,0,0
300,500,5,9,0,0
10,600,5,9,0,0
20,600,5,9,0,0
30,600,5,9,0,0
40,600,5,9,0,0
50,600,5,9,0,0
60,600,5,9,0,0
70,600,5,9,0,0
80,600,5,9,0,0
90,600,5,9,0,0
100,600,5,9,0,0
110,600,5,9,0,0
120,600,5,9,0,0
130,600,5,9,0,0
140,600,5,9,0,0
150,600,5,9,0,0
160,600,5,9,0,0
170,600,5,9,0,0
180,600,5,9,0,0
190,600,5,9,0,0
200,600,5,9,0,0
210,600,5,9,0,0
220,600,5,9,0,0
230,600,5,9,0,0
240,600,5,9,0,0
250,600,5,9,0,0
260,600,5,9,0,0
270,600,5,9,0,0
280,600,5,9,0,0
290,600,5,9,0,0
300,600,5,9,0,0
10,700,5,9,0,0
20,700,5,9,0,0
30,700,5,9,0,0
40,700,5,9,0,0
50,700,5,9,0,0
60,700,5,9,0,0
70,700,5,9,0,0
80,700,5,9,0,0
90,700,5,9,0,0
100,700,5,9,0,0
110,700,5,9,0,0
120,700,5,9,0,0
130,700,5,9,0,0
140,700,5,9,0,0
150,700,5,9,0,0
160,700,5,9,0,0
170,700,5,9,0,0
180,700,5,9,0,0
190,700,5,9,0,0
200,700,5,9,0,0
210,700,5,9,0,0
220,700,5,9,0,0
230,700,5,9,0,0
240,700,5,9,0,0
250,700,5,9,0,0
260,700,5,9,0,0
270,700,5,9,0,0
280,700,5,9,0,0
290,700,5,9,0,0
300,700,5,9,0,0
10,800,5,9,0,0
20,800,5,9,0,0
30,800,5,9,0,0
40,800,5,9,0,0
50,800,5,9,0,0
60,800,5,9,0,0
70,800,5,9,0,0
80,800,5,9,0,0
90,800,5,9,0,0
100,800,5,9,0,0
110,800,5,9,0,0
120,800,5,9,0,0
130,800,5,9,0,0
140,800,5,9,0,0
150,800,5,9,0,0
160,800,5,9,0,0
170,800,5,9,0,0
180,800,5,9,0,0
190,800,5,9,0,0
200,800,5,9,0,0
210,800,5,9,0,0
220,800,5,9,0,0
230,800,5,9,0,0
240,800,5,9,0,0
250,800,5,9,0,0
260,800,5,9,0,0
270,800,5,9,0,0
280,800,5,9,0,0
290,800,5,9,0,0
300,800,5,9,0,0
10,900,5,9,0,0
20,900,5,9,0,0
30,900,5,9,0,0
40,900,5,9,0,0
50,900,5,9,0,0
60,900,5,9,0,0
70,900,5,9,0,0
80,900,5,9,0,0
90,900,5,9,0,0
100,900,5,9,0,0
110,900,5,9,0,0
120,900,5,9,0,0
130,900,5,9,0,0
140,900,5,9,0,0
150,900,5,9,0,0
160,900,5,9,0,0
170,900,5,9,0,0
180,900,5,9,0,0
190,900,5,9,0,0
200,900,5,9,0,0
210,900,5,9,0,0
220,900,5,9,0,0
230,900,5,9,0,0
240,900,5,9,0,0
250,900,5,9,0,0
260,900,5,9,0,0
270,900,5,9,0,0
280,900,5,9,0,0
290,900,5,9,0,0
300,900,5,9,0,0
10,1000,5,9,0,0
20,1000,5,9,0,0
30,1000,5,9,0,0
40,1000,5,9,0,0
50,1000,5,9,0,0
60,1000,5,9,0,0
70,1000,5,9,0,0
80,1000,5,9,0,0
90,1000,5,9,0,0
100,1000,5,9,0,0
110,1000,5,9,0,0
120,1000,5,9,0,0
130,1000,5,9,0,0
140,1000,5,9,0,0
150,1000,5,9,0,0
160,1000,5,9,0,0
170,1000,5,9,0,0
180,1000,5,9,0,0
190,1000,5,9,0,0
200,1000,5,9,0,0
210,1000,5,9,0,0
220,1000,5,9,0,0
230,1000,5,9,0,0
240,1000,5,9,0,0
250,1000,5,9,0,0
260,1000,5,9,0,0
270,1000,5,9,0,0
280,1000,5,9,0,0
290,1000,5,9,0,0
300,1000,5,9,0,0
10,1100,5,9,0,0
20,1100,5,9,0,0
30,1100,5,9,0,0
40,1100,5,9,0,0
50,1100,5,9,0,0
60,1100,5,9,0,0
70,1100,5,9,0,0
80,1100,5,9,0,0
90,1100,5,9,0,0
100,1100,5,9,0,0
110,1100,5,9,0,0
120,1100,5,9,0,0
130,1100,5,9,0,0
140,1100,5,9,0,0
150,1100,5,9,0,0
160,1100,5,9,0,0
170,1100,5,9,0,0
180,1100,5,9,0,0
190,1100,5,9,0,0
200,1100,5,9,0,0
210,1100,5,9,0,0
220,1100,5,9,0,0
230,1100,5,9,0,0
240,1100,5,9,0,0
250,1100,5,9,0,0
260,1100,5,9,0,0
270,1100,5,9,0,0
280,1100,5,9,0,0
290,1100,5,9,0,0
300,1100,5,9,0,0
10,1200,5,9,0,0
20,1200,5,9,0,0
30,1200,5,9,0,0
40,1200,5,9,0,0
50,1200,5,9,0,0
60,1200,5,9,0,0
70,1200,5,9,0,0
80,1200,5,9,0,0
90,1200,5,9,0,0
100,1200,5,9,0,0
110,1200,5,9,0,0
120,1200,5,9,0,0
130,1200,5,9,0,0
140,1200,5,9,0,0
150,1200,5,9,0,0
160,1200,5,9,0,0
170,1200,5,9,0,0
180,1200,5,9,0,0
190,1200,5,9,0,0
200,1200,5,9,0,0
210,1200,5,9,0,0
220,1200,5,9,0,0
230,1200,5,9,0,0
240,1200,5,9,0,0
250,1200,5,9,0,0
260,1200,5,9,0,0
270,1200,5,9,0,0
280,1200,5,9,0,0
290,1200,5,9,0,0
300,1200,5,9,0,0
10,1300,5,9,0,0
20,1300,5,9,0,0
30,1300,5,9,0,0
40,1300,5,9,0,0
50,1300,5,9,0,0
60,1300,5,9,0,0
70,1300,5,9,0,0
80,1300,5,9,0,0
90,1300,5,9,0,0
100,1300,5,9,0,0
110,1300,5,9,0,0
120,1300,5,9,0,0
130,1300,5,9,0,0
140,1300,5,9,0,0
150,1300,5,9,0,0
160,1300,5,9,0,0
170,1300,5,9,0,0
180,1300,5,9,0,0
190,1300,5,9,0,0
200,1300,5,9,0,0
210,1300,5,9,0,0
220,1300,5,9,0,0
230,1300,5,9,0,0
240,1300,5,9,0,0
250,1300,5,9,0,0
260,1300,5,9,0,0
270,1300,5,9,0,0
280,1300,5,9,0,0
290,1300,5,9,0,0
300,1300,5,9,0,0
10,1400,5,9,0,0
20,1400,5,9,0,0
30,1400,5,9,0,0
40,1400,5,9,0,0
50,1400,5,9,0,0
60,1400,5,9,0,0
70,1400,5,9,0,0
80,1400,5,9,0,0
90,1400,5,9,0,0
100,1400,5,9,0,0
110,1400,5,9,0,0
120,1400,5,9,0,0
130,1400,5,9,0,0
140,1400,5,9,0,0
150,1400,5,9,0,0
160,1400,5,9,0,0
170,1400,5,9,0,0
180,1400,5,9,0,0
190,1400,5,9,0,0
200,1400,5,9,0,0
210,1400,5,9,0,0
220,1400,5,9,0,0
230,1400,5,9,0,0
240,1400,5,9,0,0
250,1400,5,9,0,0
260,1400,5,9,0,0
270,1400,5,9,0,0
280,1400,5,9,0,0
290,1400,5,9,0,0
300,1400,5,9,0,0
10,1500,5,9,0,0
20,1500,5,9,0,0
30,1500,5,9,0,0
40,1500,5,9,0,0
50,1500,5,9,0,0
60,1500,5,9,0,0
70,1500,5,9,0,0
80,1500,5,9,0,0
90,1500,5,9,0,0
100,1500,5,9,0,0
110,1500,5,9,0,0
120,1500,5,9,0,0
130,1500,5,9,0,0
140,1500,5,9,0,0
150,1500,5,9,0,0
160,1500,5,9,0,0
170,1500,5,9,0,0
180,1500,5,9,0,0
190,1500,5,9,0,0
200,1500,5,9,0,0
210,1500,5,9,0,0
220,1500,5,9,0,0
230,1500,5,9,0,0
240,1500,5,9,0,0
250,1500,5,9,0,0
260,1500,5,9,0,0
270,1500,5,9,0,0
280,1500,5,9,0,0
290,1500,5,9,0,0
300,1500,5,9,0,0
10,100,6,9,0,0
20,100,6,9,0,0
30,100,6,9,0,0
40,100,6,9,0,0
50,100,6,9,0,0
60,100,6,9,0,0
70,100,6,9,0,0
80,100,6,9,0,0
90,100,6,9,0,0
100,100,6,9,0,0
110,100,6,9,0,0
120,100,6,9,0,0
130,100,6,9,0,0
140,100,6,9,0,0
150,100,6,9,0,0
160,100,6,9,0,0
170,100,6,9,0,0
180,100,6,9,0,0
190,100,6,9,0,0
200,100,6,9,0,0
210,100,6,9,0,0
220,100,6,9,0,0
230,100,6,9,0,0
240,100,6,9,0,0
250,100,6,9,0,0
260,100,6,9,0,0
270,100,6,9,0,0
280,100,6,9,0,0
290,100,6,9,0,0
300,100,6,9,0,0
10,200,6,9,0,0
20,200,6,9,0,0
30,200,6,9,0,0
40,200,6,9,0,0
50,200,6,9,0,0
60,200,6,9,0,0
70,200,6,9,0,0
80,200,6,9,0,0
90,200,6,9,0,0
100,200,6,9,0,0
110,200,6,9,0,0
120,200,6,9,0,0
130,200,6,9,0,0
140,200,6,9,0,0
150,200,6,9,0,0
160,200,6,9,0,0
170,200,6,9,0,0
180,200,6,9,0,0
190,200,6,9,0,0
200,200,6,9,0,0
210,200,6,9,0,0
220,200,6,9,0,0
230,200,6,9,0,0
240,200,6,9,0,0
250,200,6,9,0,0
260,200,6,9,0,0
270,200,6,9,0,0
280,200,6,9,0,0
290,200,6,9,0,0
300,200,6,9,0,0
10,300,6,9,0,0
20,300,6,9,0,0
30,300,6,9,0,0
40,300,6,9,0,0
50,300,6,9,0,0
60,300,6,9,0,0
70,300,6,9,0,0
80,300,6,9,0,0
90,300,6,9,0,0
100,300,6,9,0,0
110,300,6,9,0,0
120,300,6,9,0,0
130,300,6,9,0,0
140,300,6,9,0,0
150,300,6,9,0,0
160,300,6,9,0,0
170,300,6,9,0,0
180,300,6,9,0,0
190,300,6,9,0,0
200,300,6,9,0,0
210,300,6,9,0,0
220,300,6,9,0,0
230,300,6,9,0,0
240,300,6,9,0,0
250,300,6,9,0,0
260,300,6,9,0,0
270,300,6,9,0,0
280,300,6,9,0,0
290,300,6,9,0,0
300,300,6,9,0,0
10,400,6,9,0,0
20,400,6,9,0,0
30,400,6,9,0,0
40,400,6,9,0,0
50,400,6,9,0,0
60,400,6,9,0,0
70,400,6,9,0,0
80,400,6,9,0,0
90,400,6,9,0,0
100,400,6,9,0,0
110,400,6,9,0,0
120,400,6,9,0,0
130,400,6,9,0,0
140,400,6,9,0,0
150,400,6,9,0,0
160,400,6,9,0,0
170,400,6,9,0,0
180,400,6,9,0,0
190,400,6,9,0,0
200,400,6,9,0,0
210,400,6,9,0,0
220,400,6,9,0,0
230,400,6,9,0,0
240,400,6,9,0,0
250,400,6,9,0,0
260,400,6,9,0,0
270,400,6,9,0,0
280,400,6,9,0,0
290,400,6,9,0,0
300,400,6,9,0,0
10,500,6,9,0,0
20,500,6,9,0,0
30,500,6,9,0,0
40,500,6,9,0,0
50,500,6,9,0,0
60,500,6,9,0,0
70,500,6,9,0,0
80,500,6,9,0,0
90,500,6,9,0,0
100,500,6,9,0,0
110,500,6,9,0,0
120,500,6,9,0,0
130,500,6,9,0,0
140,500,6,9,0,0
150,500,6,9,0,0
160,500,6,9,0,0
170,500,6,9,0,0
180,500,6,9,0,0
190,500,6,9,0,0
200,500,6,9,0,0
210,500,6,9,0,0
220,500,6,9,0,0
230,500,6,9,0,0
240,500,6,9,0,0
250,500,6,9,0,0
260,500,6,9,0,0
270,500,6,9,0,0
280,500,6,9,0,0
290,500,6,9,0,0
300,500,6,9,0,0
10,600,6,9,0,0
20,600,6,9,0,0
30,600,6,9,0,0
40,600,6,9,0,0
50,600,6,9,0,0
60,600,6,9,0,0
70,600,6,9,0,0
80,600,6,9,0,0
90,600,6,9,0,0
100,600,6,9,0,0
110,600,6,9,0,0
120,600,6,9,0,0
130,600,6,9,0,0
140,600,6,9,0,0
150,600,6,9,0,0
160,600,6,9,0,0
170,600,6,9,0,0
180,600,6,9,0,0
190,600,6,9,0,0
200,600,6,9,0,0
210,600,6,9,0,0
220,600,6,9,0,0
230,600,6,9,0,0
240,600,6,9,0,0
250,600,6,9,0,0
260,600,6,9,0,0
270,600,6,9,0,0
280,600,6,9,0,0
290,600,6,9,0,0
300,600,6,9,0,0
10,700,6,9,0,0
20,700,6,9,0,0
30,700,6,9,0,0
40,700,6,9,0,0
50,700,6,9,0,0
60,700,6,9,0,0
70,700,6,9,0,0
80,700,6,9,0,0
90,700,6,9,0,0
100,700,6,9,0,0
110,700,6,9,0,0
120,700,6,9,0,0
130,700,6,9,0,0
140,700,6,9,0,0
150,700,6,9,0,0
160,700,6,9,0,0
170,700,6,9,0,0
180,700,6,9,0,0
190,700,6,9,0,0
200,700,6,9,0,0
210,700,6,9,0,0
220,700,6,9,0,0
230,700,6,9,0,0
240,700,6,9,0,0
250,700,6,9,0,0
260,700,6,9,0,0
270,700,6,9,0,0
280,700,6,9,0,0
290,700,6,9,0,0
300,700,6,9,0,0
10,800,6,9,0,0
20,800,6,9,0,0
30,800,6,9,0,0
40,800,6,9,0,0
50,800,6,9,0,0
60,800,6,9,0,0
70,800,6,9,0,0
80,800,6,9,0,0
90,800,6,9,0,0
100,800,6,9,0,0
110,800,6,9,0,0
120,800,6,9,0,0
130,800,6,9,0,0
140,800,6,9,0,0
150,800,6,9,0,0
160,800,6,9,0,0
170,800,6,9,0,0
180,800,6,9,0,0
190,800,6,9,0,0
200,800,6,9,0,0
210,800,6,9,0,0
220,800,6,9,0,0
230,800,6,9,0,0
240,800,6,9,0,0
250,800,6,9,0,0
260,800,6,9,0,0
270,800,6,9,0,0
280,800,6,9,0,0
290,800,6,9,0,0
300,800,6,9,0,0
10,900,6,9,0,0
20,900,6,9,0,0
30,900,6,9,0,0
40,900,6,9,0,0
50,900,6,9,0,0
60,900,6,9,0,0
70,900,6,9,0,0
80,900,6,9,0,0
90,900,6,9,0,0
100,900,6,9,0,0
110,900,6,9,0,0
120,900,6,9,0,0
130,900,6,9,0,0
140,900,6,9,0,0
150,900,6,9,0,0
160,900,6,9,0,0
170,900,6,9,0,0
180,900,6,9,0,0
190,900,6,9,0,0
200,900,6,9,0,0
210,900,6,9,0,0
220,900,6,9,0,0
230,900,6,9,0,0
240,900,6,9,0,0
250,900,6,9,0,0
260,900,6,9,0,0
270,900,6,9,0,0
280,900,6,9,0,0
290,900,6,9,0,0
300,900,6,9,0,0
10,1000,6,9,0,0
20,1000,6,9,0,0
30,1000,6,9,0,0
40,1000,6,9,0,0
50,1000,6,9,0,0
60,1000,6,9,0,0
70,1000,6,9,0,0
80,1000,6,9,0,0
90,1000,6,9,0,0
100,1000,6,9,0,0
110,1000,6,9,0,0
120,1000,6,9,0,0
130,1000,6,9,0,0
140,1000,6,9,0,0
150,1000,6,9,0,0
160,1000,6,9,0,0
170,1000,6,9,0,0
180,1000,6,9,0,0
190,1000,6,9,0,0
200,1000,6,9,0,0
210,1000,6,9,0,0
220,1000,6,9,0,0
230,1000,6,9,0,0
240,1000,6,9,0,0
250,1000,6,9,0,0
260,1000,6,9,0,0
270,1000,6,9,0,0
280,1000,6,9,0,0
290,1000,6,9,0,0
300,1000,6,9,0,0
10,1100,6,9,0,0
20,1100,6,9,0,0
30,1100,6,9,0,0
40,1100,6,9,0,0
50,1100,6,9,0,0
60,1100,6,9,0,0
70,1100,6,9,0,0
80,1100,6,9,0,0
90,1100,6,9,0,0
100,1100,6,9,0,0
110,1100,6,9,0,0
120,1100,6,9,0,0
130,1100,6,9,0,0
140,1100,6,9,0,0
150,1100,6,9,0,0
160,1100,6,9,0,0
170,1100,6,9,0,0
180,1100,6,9,0,0
190,1100,6,9,0,0
200,1100,6,9,0,0
210,1100,6,9,0,0
220,1100,6,9,0,0
230,1100,6,9,0,0
240,1100,6,9,0,0
250,1100,6,9,0,0
260,1100,6,9,0,0
270,1100,6,9,0,0
280,1100,6,9,0,0
290,1100,6,9,0,0
300,1100,6,9,0,0
10,1200,6,9,0,0
20,1200,6,9,0,0
30,1200,6,9,0,0
40,1200,6,9,0,0
50,1200,6,9,0,0
60,1200,6,9,0,0
70,1200,6,9,0,0
80,1200,6,9,0,0
90,1200,6,9,0,0
100,1200,6,9,0,0
110,1200,6,9,0,0
120,1200,6,9,0,0
130,1200,6,9,0,0
140,1200,6,9,0,0
150,1200,6,9,0,0
160,1200,6,9,0,0
170,1200,6,9,0,0
180,1200,6,9,0,0
190,1200,6,9,0,0
200,1200,6,9,0,0
210,1200,6,9,0,0
220,1200,6,9,0,0
230,1200,6,9,0,0
240,1200,6,9,0,0
250,1200,6,9,0,0
260,1200,6,9,0,0
270,1200,6,9,0,0
280,1200,6,9,0,0
290,1200,6,9,0,0
300,1200,6,9,0,0
10,1300,6,9,0,0
20,1300,6,9,0,0
30,1300,6,9,0,0
40,1300,6,9,0,0
50,1300,6,9,0,0
60,1300,6,9,0,0
70,1300,6,9,0,0
80,1300,6,9,0,0
90,1300,6,9,0,0
100,1300,6,9,0,0
110,1300,6,9,0,0
120,1300,6,9,0,0
130,1300,6,9,0,0
140,1300,6,9,0,0
150,1300,6,9,0,0
160,1300,6,9,0,0
170,1300,6,9,0,0
180,1300,6,9,0,0
190,1300,6,9,0,0
200,1300,6,9,0,0
210,1300,6,9,0,0
220,1300,6,9,0,0
230,1300,6,9,0,0
240,1300,6,9,0,0
250,1300,6,9,0,0
260,1300,6,9,0,0
270,1300,6,9,0,0
280,1300,6,9,0,0
290,1300,6,9,0,0
300,1300,6,9,0,0
10,1400,6,9,0,0
20,1400,6,9,0,0
30,1400,6,9,0,0
40,1400,6,9,0,0
50,1400,6,9,0,0
60,1400,6,9,0,0
70,1400,6,9,0,0
80,1400,6,9,0,0
90,1400,6,9,0,0
100,1400,6,9,0,0
110,1400,6,9,0,0
120,1400,6,9,0,0
130,1400,6,9,0,0
140,1400,6,9,0,0
150,1400,6,9,0,0
160,1400,6,9,0,0
170,1400,6,9,0,0
180,1400,6,9,0,0
190,1400,6,9,0,0
200,1400,6,9,0,0
210,1400,6,9,0,0
220,1400,6,9,0,0
230,1400,6,9,0,0
240,1400,6,9,0,0
250,1400,6,9,0,0
260,1400,6,9,0,0
270,1400,6,9,0,0
280,1400,6,9,0,0
290,1400,6,9,0,0
300,1400,6,9,0,0
10,1500,6,9,0,0
20,1500,6,9,0,0
30,1500,6,9,0,0
40,1500,6,9,0,0
50,1500,6,9,0,0
60,1500,6,9,0,0
70,1500,6,9,0,0
80,1500,6,9,0,0
90,1500,6,9,0,0
100,1500,6,9,0,0
110,1500,6,9,0,0
120,1500,6,9,0,0
130,1500,6,9,0,0
140,1500,6,9,0,0
150,1500,6,9,0,0
160,1500,6,9,0,0
170,1500,6,9,0,0
180,1500,6,9,0,0
190,1500,6,9,0,0
200,1500,6,9,0,0
210,1500,6,9,0,0
220,1500,6,9,0,0
230,1500,6,9,0,0
240,1500,6,9,0,0
250,1500,6,9,0,0
260,1500,6,9,0,0
270,1500,6,9,0,0
280,1500,6,9,0,0
290,1500,6,9,0,0
300,1500,6,9,0,0
10,100,7,9,0,0
20,100,7,9,0,0
30,100,7,9,0,0
40,100,7,9,0,0
50,100,7,9,0,0
60,100,7,9,0,0
70,100,7,9,0,0
80,100,7,9,0,0
90,100,7,9,0,0
100,100,7,9,0,0
110,100,7,9,0,0
120,100,7,9,0,0
130,100,7,9,0,0
140,100,7,9,0,0
150,100,7,9,0,0
160,100,7,9,0,0
170,100,7,9,0,0
180,100,7,9,0,0
190,100,7,9,0,0
200,100,7,9,0,0
210,100,7,9,0,0
220,100,7,9,0,0
230,100,7,9,0,0
240,100,7,9,0,0
250,100,7,9,0,0
260,100,7,9,0,0
270,100,7,9,0,0
280,100,7,9,0,0
290,100,7,9,0,0
300,100,7,9,0,0
10,200,7,9,0,0
20,200,7,9,0,0
30,200,7,9,0,0
40,200,7,9,0,0
50,200,7,9,0,0
60,200,7,9,0,0
70,200,7,9,0,0
80,200,7,9,0,0
90,200,7,9,0,0
100,200,7,9,0,0
110,200,7,9,0,0
120,200,7,9,0,0
130,200,7,9,0,0
140,200,7,9,0,0
150,200,7,9,0,0
160,200,7,9,0,0
170,200,7,9,0,0
180,200,7,9,0,0
190,200,7,9,0,0
200,200,7,9,0,0
210,200,7,9,0,0
220,200,7,9,0,0
230,200,7,9,0,0
240,200,7,9,0,0
250,200,7,9,0,0
260,200,7,9,0,0
270,200,7,9,0,0
280,200,7,9,0,0
290,200,7,9,0,0
300,200,7,9,0,0
10,300,7,9,0,0
20,300,7,9,0,0
30,300,7,9,0,0
40,300,7,9,0,0
50,300,7,9,0,0
60,300,7,9,0,0
70,300,7,9,0,0
80,300,7,9,0,0
90,300,7,9,0,0
100,300,7,9,0,0
110,300,7,9,0,0
120,300,7,9,0,0
130,300,7,9,0,0
140,300,7,9,0,0
150,300,7,9,0,0
160,300,7,9,0,0
170,300,7,9,0,0
180,300,7,9,0,0
190,300,7,9,0,0
200,300,7,9,0,0
210,300,7,9,0,0
220,300,7,9,0,0
230,300,7,9,0,0
240,300,7,9,0,0
250,300,7,9,0,0
260,300,7,9,0,0
270,300,7,9,0,0
280,300,7,9,0,0
290,300,7,9,0,0
300,300,7,9,0,0
10,400,7,9,0,0
20,400,7,9,0,0
30,400,7,9,0,0
40,400,7,9,0,0
50,400,7,9,0,0
60,400,7,9,0,0
70,400,7,9,0,0
80,400,7,9,0,0
90,400,7,9,0,0
100,400,7,9,0,0
110,400,7,9,0,0
120,400,7,9,0,0
130,400,7,9,0,0
140,400,7,9,0,0
150,400,7,9,0,0
